Domain: notifications-pa.googleapis.com, IP: 172.217.194.95, URL: https://notifications-pa.googleapis.com/v1/storetarget, Status: success, Reason: 
Domain: www.straitstimes.com, IP: 152.195.56.195, URL: https://www.straitstimes.com/themes/custom/straitstimes/js/jquery.smartbanner.js?v=9.5.11, Status: success, Reason: 
Domain: www.straitstimes.com, IP: 152.195.56.195, URL: https://www.straitstimes.com/themes/custom/straitstimes/js/queryly-search.js?v=9.5.11, Status: success, Reason: 
Domain: www.straitstimes.com, IP: 152.195.56.195, URL: https://www.straitstimes.com/modules/custom/st_rewards/js/appear.js?sejoad, Status: success, Reason: 
Domain: www.straitstimes.com, IP: 152.195.56.195, URL: https://www.straitstimes.com/modules/custom/st_rewards/js/reward_points.js?sejoad, Status: success, Reason: 
Domain: www.straitstimes.com, IP: 152.195.56.195, URL: https://www.straitstimes.com/modules/custom/st_subshare/js/subshare.js?v=1.x, Status: success, Reason: 
Domain: www.straitstimes.com, IP: 152.195.56.195, URL: https://www.straitstimes.com/modules/custom/st_layouts/js/article-carousel-ga-tracking.js?v=9.5.11, Status: success, Reason: 
Domain: www.straitstimes.com, IP: 152.195.56.195, URL: https://www.straitstimes.com/modules/custom/st_layouts/js/discover-ga-tracking.js?v=9.5.11, Status: success, Reason: 
Domain: www.straitstimes.com, IP: 152.195.56.195, URL: https://www.straitstimes.com/modules/custom/st_layouts/js/video-player.js?v=9.5.11, Status: success, Reason: 
Domain: www.straitstimes.com, IP: 152.195.56.195, URL: https://www.straitstimes.com/themes/custom/straitstimes/js/neuron_tagging.js?v=9.5.11, Status: success, Reason: 
Domain: securepubads.g.doubleclick.net, IP: 172.217.194.155, URL: https://securepubads.g.doubleclick.net/tag/js/gpt.js, Status: success, Reason: 
Domain: script.4dex.io, IP: 172.67.75.241, URL: https://script.4dex.io/localstore.js, Status: success, Reason: 
Domain: www.straitstimes.com, IP: 152.195.56.195, URL: https://www.straitstimes.com/concurrencyCheck.html, Status: success, Reason: 
Domain: www.google.com, IP: 172.217.194.104, URL: https://www.google.com/recaptcha/api.js?render=6LdChQIoAAAAADXAalfxU8zaPs_ObUziMcna2rsY, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: unknown, URL: static1.straitstimes.com.sg:443, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/19/KELL417920copy.jpg?VersionId=empsftoPdpoO61bFtHskjwcsMQbau31L&h=911be397&itok=1Hkqmbyg, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/05/28/crl-socialshell.jpg?VersionId=Hfn8KNGsBokDXBwZQNOs9mtdTiPle3q8&itok=XUKaMI3n, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/10/image-128SHELL292028129.jpg?VersionId=Hah7esUG3xQElPgYTlFx5aB3G7MCJhF9&itok=8YasAnle, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/05/25/yaohui-yhmaternity-9651.jpg?VersionId=3VVov2UZoRFfuxRxcluR1XQULQu.3x.V&itok=O8WhbfR_, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/08/shell2028929.jpg?VersionId=VyFmsNVLftAn3OAjZrsZ_cYfyEz3K6xB&itok=78l3frYR, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/17/yq-tup6-13062024.jpg?VersionId=ycMH5MzlaQaFKu8sDDr0xQpXwZQBZKZ5&itok=lXvNnPAL, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/05/18/mekong-interactive-shell.jpg?VersionId=GWirVKB0ey19yx_.tUnaXAnQfCytKnV.&itok=mHBdTpuQ, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/05/29/stilight-shellimage.jpg?VersionId=rPVBijBBlfjYu.gdtjncq.LJ3mdW9Wh.&itok=dH7S5qYp, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/05/ayrace-shellimage.jpg?VersionId=PLAwkL4.QRdL7o3HaY_xy4DDjjo2Cslg&itok=pamcS1cB, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/05/31/shell.jpg?VersionId=J9vsS0MMmksFM7M9qPkPNG2GCZ0bSQfE&itok=RYaFZaPI, Status: success, Reason: 
Domain: tlx.3lift.com, IP: 54.169.90.152, URL: https://tlx.3lift.com/header/auction?lib=prebid&v=7.36.0&referrer=https%3A%2F%2Fwww.straitstimes.com%2F&tmax=1250, Status: success, Reason: 
Domain: a.teads.tv, IP: 23.36.253.98, URL: https://a.teads.tv/hb/bid-request, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/07/shipping-shell-240607.jpg?VersionId=gIN34ARklVlhpMI.8SWacfU9K3S4b7a5&itok=hGot8eL2, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/19/Copy20of203Cheong20Soo20PiengBusy20PlantersHighres.jpg?VersionId=J9_UFsRoD5yQLbb.wYjVQQbRqnA4LBEG&itok=bXGMQ8Wu, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/17/S13041710.jpg?VersionId=CO5IMOlUVJDR1ip3Zk.PEjmk3Xb9WVTr&h=7b511234&itok=_2Ou0tly, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/10/jnwalk-shellimage.jpg?VersionId=J974g5BOoY2PX9IFaCm65rMtWRUZ1ekn&itok=CM5qDwfL, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/12/stpixshare-shellimage2028129.jpg?VersionId=s0XC713XsNt9n5R5IspYG4QyYpi_I7iM&itok=8cV3j3jq, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/01/NSL7817.jpg?VersionId=fU2cMkyUYFDVceaeJmuKOhH8h1_Wrd6h&itok=xSv_Fzm7, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/16/HD0109CJHD202605230749230901SEP202023system.jpg?VersionId=Ubr4sR6Ml.SwUmZOdjoibhMGWNBuItfN&itok=F-m_Lp9T, Status: success, Reason: 
Domain: static1.straitstimes.com.sg, IP: 151.101.130.244, URL: https://static1.straitstimes.com.sg/s3fs-public/styles/small30x26/public/articles/2024/06/16/2024060441209604snapseed.jpg?VersionId=lDBfAULZSVlKBUQdnmgC1u0YVtUkpLpw&itok=8QzoUKoI, Status: success, Reason: 
Domain: stepaper.straitstimes.com, IP: 152.195.221.42, URL: https://stepaper.straitstimes.com/thumbnail.php, Status: success, Reason: 
Domain: mp.4dex.io, IP: 104.18.34.178, URL: https://mp.4dex.io/prebid, Status: success, Reason: 
Domain: static.mysph.sph.com.sg, IP: 13.33.183.82, URL: https://static.mysph.sph.com.sg/mysph/locales/en/translation.json, Status: success, Reason: 
Domain: o4505130366140416.ingest.sentry.io, IP: 34.120.195.249, URL: https://o4505130366140416.ingest.sentry.io/api/4506779620671488/envelope/?sentry_key=f56a481f86a20b607efc6bc783a05663&sentry_version=7&sentry_client=sentry.javascript.react%2F7.105.0, Status: success, Reason: 
Domain: fundingchoicesmessages.google.com, IP: 74.125.24.100, URL: https://fundingchoicesmessages.google.com/i/5908?ers=3, Status: success, Reason: 
Domain: www.googletagmanager.com, IP: 142.251.175.97, URL: https://www.googletagmanager.com/gtm.js?id=GTM-MSJW4DM, Status: success, Reason: 
Domain: players.brightcove.net, IP: 23.32.77.17, URL: https://players.brightcove.net/4800266888001/BJDwdqmse_default/index.min.js, Status: success, Reason: 
Domain: accounts.google.com, IP: 74.125.24.84, URL: https://accounts.google.com/gsi/client, Status: success, Reason: 
Domain: www.google.com, IP: 172.217.194.104, URL: https://www.google.com/async/ddljson?async=ntp:1, Status: success, Reason: 
Domain: www.gstatic.com, IP: 74.125.68.94, URL: https://www.gstatic.com/chrome/ntp/suggested_sites_SG_5.json, Status: success, Reason: 
Domain: static.xx.fbcdn.net, IP: 157.240.13.19, URL: https://static.xx.fbcdn.net/rsrc.php/v3/yj/r/gB76kJXPYJV.png, Status: success, Reason: 
Domain: www.googletagmanager.com, IP: 142.251.175.97, URL: https://www.googletagmanager.com/gtm.js?id=GTM-5Q7WW3V, Status: success, Reason: 
Domain: ib.adnxs.com, IP: 103.43.90.53, URL: https://ib.adnxs.com/ut/v3/prebid, Status: failure, Reason: stream reset by client (CANCEL)
Domain: www.googletagmanager.com, IP: 142.251.175.97, URL: https://www.googletagmanager.com/gtm.js?id=GTM-W22QHZ9, Status: failure, Reason: stream reset by client (CANCEL)
Domain: www.gstatic.com, IP: 74.125.68.94, URL: https://www.gstatic.com/recaptcha/releases/TqxSU0dsOd2Q9IbI7CpFnJLD/recaptcha__en.js, Status: failure, Reason: stream reset by client (CANCEL)
Domain: www.straitstimes.com, IP: 152.195.56.195, URL: https://www.straitstimes.com/themes/custom/straitstimes/fonts/curator-regular/CuratorHeadSTRegular_gdi.ttf, Status: failure, Reason: stream reset by client (CANCEL)
Domain: www.straitstimes.com, IP: 152.195.56.195, URL: https://www.straitstimes.com/themes/custom/straitstimes/fonts/selane-deck-20/SelaneWebSTTwenty.ttf, Status: failure, Reason: stream reset by client (CANCEL)
Domain: www.google.com, IP: 172.217.194.104, URL: https://www.google.com/sorry/index?continue=https://www.google.com/async/ddljson%3Fasync%3Dntp:1&q=EgSckjmyGPXxyrMGIjBLeVeyWBcjo5xOjY2jhVi3CoXe31btUPo5JUg1bagedZDNCM_bgv1OpDH65A3tCWQyAXJKGVNPUlJZX0FCVVNJVkVfTkVUX01FU1NBR0VaAUM, Status: success, Reason: 
Domain: www.google.com, IP: 172.217.194.104, URL: https://www.google.com/httpservice/retry/TrellisClankService/FeedQuery?reqpld=CAHCPpECCvABCAESDAgMEAAgACgCMAQ4HxgDIg8IWxAAGPgiIHIoAjAEOB8qBWVuLVVTMgsNAABgQBCgCxiIF9LNmIsKsgEarwE1MTQ9TkZTTXFFcGp0dVdKblRpSy1mNWNRV1ZLR1ZoNG9wOG0xU2V0ZjNfU2Y0OHB2U3dxNkQxWjlLS1QxSXczb2lKTklSNmZkbUlMYWMzSTVlUmFyRDRSRkR3N3dfdl90SWlqMFNLdW5hREF0VExOSlVkVUtLOFh6NndMN0VkazI3X0F3OWJWRllmZWw3THNZWDNBVWZLSzFDWFA4V0x4X09zMERRam93cjNHSGZZEgIIASABIBMgJSAmIBggBSAJIAogESAUIBsgHCAr&fmt=bin&hl=en-US&key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw, Status: success, Reason: 
Domain: www.google.com, IP: 172.217.194.104, URL: https://www.google.com/complete/search?client=chrome&gs_ri=chrome-mobile-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=1&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw, Status: success, Reason: 
Domain: a.nel.cloudflare.com, IP: 35.190.80.1, URL: https://a.nel.cloudflare.com/report/v4?s=A6lqp%2BrRa5zwI2CPgbxZPmUHtnjvjS4RlHAONuWwoUVhTaam5GytUG6hptl16ZBJVavvLsHowQoBO9m9L4iUjGzbX2OUADPz4CuuTaIy18oZzX198d8Fw3ESBL%2BxdNoI, Status: success, Reason: 
